wojewodztwo,powiat,nazwa_placowki,typ_placowki,publiczna_niepubliczna,adres,kod_pocztowy,miejscowosc,telefon,email,liczba_miejsc,dyrektor,organ_prowadzacy,zrodlo_danych,data_stanu
dolnoslaskie,świdnicki,"Zespół Placówek Opiekuńzczo-Wychowawczych Placówka Opiekuńczo-Wychowawcza ""Dom Nad Zalewem""",socjalizacyjna,publiczna,Łużycka 45 adres do doręczeń: Serbska 78,58-100,Świdnica,696098921,sekretariat@zpowswidnica.pl,11,Ewa Dziwosz,Powiat Świdnicki,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,świdnicki,"Zespół Placówek Opiekuńzczo-Wychowawczych Placówka Opiekuńczo-Wychowawcza ""Serbski Kącik""",socjalizacyjna,publiczna,Serbska 27,58-101,Świdnica,503492913,sekretariat@zpowswidnica.pl,11,Ewa Dziwosz,Powiat Świdnicki,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,świdnicki,"Zespół Placówek Opiekuńzczo-Wychowawczych Placówka Opiekuńczo-Wychowawcza ""Serbski Zaułek""",socjalizacyjna,publiczna,Serbska 78,58-100,Świdnica,696099336 biuro 74 8509939,sekretariat@zpowswidnica.pl,14,Ewa Dziwosz,Powiat Świdnicki,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,świdnicki,"Zespół Placówek Opiekuńzczo-Wychowawczych Placówka Opiekuńczo-Wychowawcza ""Tęczowe Zakole""",socjalizacyjna,publiczna,Zakole 16,58-100,Świdnica,696099325,sekretariat@zpowswidnica.pl,9,Ewa Dziwosz,Powiat Świdnicki,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,świdnicki,"Zespół Placówek Opiekuńzczo-Wychowawczych Placówka Opiekuńczo-Wychowawcza ""Trzeboszańskie Wzgórza""",socjalizacyjna,publiczna,Trzeboszańska 45,58-100,Świdnica,696098853,sekretariat@zpowswidnica.pl,11,Ewa Dziwosz,Powiat Świdnicki,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,trzebnicki,Dom dla Dzieci nr 1,socjalizacyjna,publiczna,W. Jagiełły 6,55-120,Oborniki Śląskie,71 310 22 24,centrum.ddd@wp.pl,14,Kamila Żebroń,Powiat Trzebnicki,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,trzebnicki,Dom dla Dzieci nr 2,socjalizacyjna,publiczna,Turystyczna 2,55-120,Kuraszków,71 310 22 24,centrum.ddd@wp.pl,14,Kamila Żebroń,Powiat Trzebnicki,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,"placówka położona na terenie Obornik Śląskich, prowadzona na zlecenie pow. jaworskiego","Placówka Opiekuńczo - Wychowawcza typu rodzinnego ""Inka""",rodzinna,niepubliczna,Dębowa 11,55-120,Oborniki Śląskie,691 800 097; 607 066 597,promyk_szczescia@wp.pl,8,Robert Korytkowski,"Fundacja ""Promyk Szczęścia""",REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,"placówka położona na terenie Miasta Wałbrzycha, prowadzona na zlecenie pow. zgorzeleckiego","Dom dla Dzieci nr 1 Fundacji Pomocy Dzieciom i Młodzieży ""Salvator""",socjalizacyjna,niepubliczna,Wesoła 9,,Wałbrzych,886224749,salvatorfundacja@gmail.pl,14,Rafał Glapiński,Fundacja Pomocy Dzieciom i Młodzieży „Salvator”,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,"placówka położona na terenie Miasta Wałbrzycha, prowadzona na zlecenie pow. zgorzeleckiego","Dom dla Dzieci nr 2 Fundacji Pomocy Dzieciom i Młodzieży ""Salvator""",socjalizacyjna,niepubliczna,Sułkowskiego 43,,Wałbrzych,660949214,salvatorfundacja@gmail.pl,14,Rafał Glapiński,Fundacja Pomocy Dzieciom i Młodzieży „Salvator”,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Jedynka,socjalizacyjna,publiczna,Bema 101,,Wałbrzych,74 845 49 56,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Dwójka,socjalizacyjna,publiczna,Witosa 35,,Wałbrzych,780016956,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Trójka,socjalizacyjna+interwencyjna,publiczna,Asnyka 13 A,,Wałbrzych,798304514,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Czwórka,socjalizacyjna+interwencyjna,publiczna,Asnyka 13 B,,Wałbrzych,798793414,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Piątka,socjalizacyjna+interwencyjna,publiczna,Niepodległości 64,,Wałbrzych,798302541,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Szóstka,socjalizacyjna+interwencyjna,publiczna,Truskawkowa 12,,Wałbrzych,502713916,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Siódemka,socjalizacyjna,publiczna,Św. Jadwigi 10,58-300,Wałbrzych,502713916,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Ósemka,socjalizacyjna,publiczna,Spacerowa 48,58-304,Wałbrzych,780124118,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Dziewiątka,socjalizacyjna,publiczna,Miła 37,58-304,Wałbrzych,797020767,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wałbrzych,Dom Dziesiątka,socjalizacyjna,publiczna,Miła 39,58-304,Wałbrzych,789481405,copow.walbrzych@onet.pl,14,Elżbieta Makowska,Miasto Wałbrzych,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wałbrzyski,"Placówka Opiekuńczo-Wychowawcza ""Jedlina 1"" w Jedlinie - Zdroju",socjalizacyjna,publiczna,Chojnowska 13,58-330,Jedlina Zdrój,74 847 18 66,jedlina1@copow.eu,14,Iwona Suchocka,Powiat Wałbrzyski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wałbrzyski,"Placówka Opiekuńczo-Wychowawcza ""Jedlina 2"" w Jedlinie - Zdroju",socjalizacyjna,publiczna,Kłodzka 28,58-330,Jedlina Zdrój,74 840 05 65,jedlina2@copow.eu,14,Iwona Suchocka,Powiat Wałbrzyski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wałbrzyski,"Placówka Opiekuńczo-Wychowawcza ""Catharina 1"" w Nowym Siodle",socjalizacyjna,publiczna,Nowe Siodło 73a/1,58-350,Mieroszów,74 880 01 10; 517 197 217,catharina1@copow.eu,14,Iwona Suchocka,Powiat Wałbrzyski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wałbrzyski,"Placówka Opiekuńczo-Wychowawcza ""Catharina 2"" w Nowym Siodle",socjalizacyjna,publiczna,Nowe Siodło 73a/2,58-350,Mieroszów,74 880 01 10; 510 284 644,catharina2@copow.eu,14,Iwona Suchocka,Powiat Wałbrzyski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wałbrzyski,"Placówka Opiekuńczo-Wychowawcza ""Catharina 3"" w Nowym Siodle",socjalizacyjna,publiczna,Nowe Siodło 73a/3,58-350,Mieroszów,74 880 01 10; 512 102 957,catharina3@copow.eu,14,Iwona Suchocka,Powiat Wałbrzyski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wałbrzyski,"Placówka Opiekuńczo-Wychowawcza ""Catharina 4"" w Nowym Siodle",socjalizacyjna,publiczna,Nowe Siodło 73a/4,58-350,Mieroszów,74 880 01 10; 519 412 042,catharina4@copow.eu,14,Iwona Suchocka,Powiat Wałbrzyski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,"placówka położona na terenie pow. wałbrzyskiego, prowadzona na zlecenie pow. kamiennogórskiego",Terenowy Komitet Ochrony Praw Dziecka Dom Dziecka „Nad Potokiem”,socjalizacyjna,niepubliczna,Główna 24,58-312,Lubomin,74 844 68 59,dom-dziecka@gazeta.pl,14,Beata Galanty - Kozłowska,Terenowy Komitet Ochrony Praw Dziecka,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wołowski,Placówka Opiekuńczo -Wychowawcza Typu Socjalizacyjnego w Wołowie,socjalizacyjna,publiczna,Kościuszki 27,56-100,Wołów,71 31976 40,domdziecka5@interia.pl,14,Anna Janus,Powiat Wołowski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wołowski,Placówka Opiekuńczo -Wychowawcza „Wiosna” Typu Socjalizacyjnego Nr 1,socjalizacyjna,niepubliczna,Krzydlina Mała 70/1,56-100,Krzydlina Mała,713890122,dom@dzieci-wiosna.pl,14,Małgorzata Wójcik,Zgromadzenie Sióstr Szkolnych de Notre Dame Prowincja Polska,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wołowski,Placówka Opiekuńczo -Wychowawcza „Wiosna” Typu Socjalizacyjnego Nr 2,socjalizacyjna,niepubliczna,Krzydlina Mała 70/2,56-100,Krzydlina Mała,713890122,dom@dzieci-wiosna.pl,14,Małgorzata Wójcik,Zgromadzenie Sióstr Szkolnych de Notre Dame Prowincja Polska,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wołowski,Placówka Opiekuńczo -Wychowawcza „Wiosna” Typu Socjalizacyjnego Nr 3,socjalizacyjna,niepubliczna,Krzydlina Mała 70/3,56-100,Krzydlina Mała,713890122,dom@dzieci-wiosna.pl,14,Małgorzata Wójcik,Zgromadzenie Sióstr Szkolnych de Notre Dame Prowincja Polska,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wołowski,Placówka Opiekuńczo -Wychowawcza „Wiosna” Typu Socjalizacyjnego Nr 4,socjalizacyjna,niepubliczna,Krzydlina Mała 70/4,56-100,Krzydlina Mała,713890122,dom@dzieci-wiosna.pl,14,Małgorzata Wójcik,Zgromadzenie Sióstr Szkolnych de Notre Dame Prowincja Polska,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 1,socjalizacyjna+interwencyjna,publiczna,Lekcyjna 29,51-169,Wrocław,71 78 44 701 71 78 44 702,sekretariat@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 2,socjalizacyjna+interwencyjna,publiczna,Poleska 15/31,51-354,Wrocław,71 78 44 701 71 78 44 702,sekretariat@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 3,socjalizacyjna+interwencyjna,publiczna,Legnicka 21/9,53-671,Wrocław,71 79 98 906,sekretariat2@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 4,socjalizacyjna+interwencyjna,publiczna,Kamieńskiego 253,51-180,Wrocław,71 78 44 701 71 78 44 702,sekretariat@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 5,socjalizacyjna+interwencyjna,publiczna,Lekcyjna 29/1,51-169,Wrocław,71 78 44 701 71 78 44 702,sekretariat@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 6,socjalizacyjna+interwencyjna,publiczna,Litewska 72/1,51-354,Wrocław,71 78 44 701 71 78 44 702,sekretariat@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 7,socjalizacyjna+interwencyjna,publiczna,Kamieńskiego 253/2,51-180,Wrocław,71 78 44 701 71 78 44 702,sekretariat@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 9,socjalizacyjna+interwencyjna,publiczna,Legnicka 21/10,53-671,Wrocław,71 789 98 906,sekretariat2@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 10,socjalizacyjna+interwencyjna,publiczna,Borowska 181-187/1,50-553,Wrocław,71 79 98 906,sekretariat2@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 11,socjalizacyjna+interwencyjna,publiczna,Borowska 181-187/2,50-553,Wrocław,71 79 98 906,sekretariat@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 12,socjalizacyjna+interwencyjna,publiczna,Gazowa 22/3,50-950,Wrocław,71 79 98 906,sekretariat2@wcow.pl,12,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 13,socjalizacyjna+interwencyjna,publiczna,Kołłątaja 31/3,50-004,Wrocław,71 79 98 906,sekretariat2@wcow.pl,12,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Wrocławskie Centrum Opieki i Wychowania Placówka nr 14,socjalizacyjna+interwencyjna,publiczna,Podwale 67/8 i 8a,50-449,Wrocław,71 79 98 906,sekretariat2@wcow.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,"Zespół Placówek Opiekuńczo-Wychowawczych ""Dziecięcy Dom"" Placówka Nr I",socjalizacyjna+interwencyjna,publiczna,Parkowa 2/1,50-031,Wrocław,71 348 50 07,sekretariat@dzieciecydom.wroclaw.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,"Zespół Placówek Opiekuńczo-Wychowawczych ""Dziecięcy Dom"" Placówka Nr II",socjalizacyjna+interwencyjna,publiczna,Parkowa 2/2,50-031,Wrocław,71 348 50 07,sekretariat@dzieciecydom.wroclaw.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,"Zespół Placówek Opiekuńczo-Wychowawczych ""Dziecięcy Dom"" Placówka Nr III",specjalistyczno-terapeutyczna+interwencyjna,publiczna,Parkowa 2/3,50-031,Wrocław,71 348 50 07,sekretariat@dzieciecydom.wroclaw.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,"Zespół Placówek Opiekuńczo-Wychowawczych ""Dziecięcy Dom"" Placówka Nr IV",specjalistyczno-terapeutyczna+interwencyjna,publiczna,Parkowa 2/4,50-031,Wrocław,71 348 50 07,sekretariat@dzieciecydom.wroclaw.pl,14,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,"Zespół Placówek Opiekuńczo-Wychowawczych ""Dziecięcy Dom"" Placówka Nr V",socjalizacyjna+interwencyjna,publiczna,Parkowa 2/5,50-031,Wrocław,71 348 50 07,sekretariat@dzieciecydom.wroclaw.pl,10,Sylwester Pajęcki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,SIEMACHA Spot 24/7,socjalizacyjna,niepubliczna,Hercena 14/3,50-453,Wrocław,71 759 47 68,hercena@siemachaspot.pl,10,Katarzyna Mazur-Żyła,Stowarzyszenie SIEMACHA,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,SIEMACHA Spot 24/7,socjalizacyjna,niepubliczna,Dworcowa 8/3,50-456,Wrocław,71 759 11 55,dworcowa@siemachaspot.pl,10,Katrzyna Mazur-Żyła,Stowarzyszenie SIEMACHA,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Placówka Opiekuńczo - Wychowawcza typu socjalizacyjnego SIEMACHA Spot 24/7,socjalizacyjna,niepubliczna,Obornicka 20/2,51-113,Wrocław,71 363 41 50,obornicka@siemachaspot.pl,13,Katarzyna Mazur-Żyła,Stowarzyszenie SIEMACHA,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Placówka Opiekuńczo - Wychowawcza typu socjalizacyjnego SIEMACHA Spot 24/7,socjalizacyjna,niepubliczna,Maślicka 8a/23,54-107,Wrocław,71 348 37 08,maslicka@siemachaspot.pl,13,Katarzyna Mazur-Żyła,Stowarzyszenie SIEMACHA,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Towarzystwo Nasz Dom Oddział we Wrocławiu (Domy dla Dzieci),socjalizacyjna,niepubliczna,Storczykowa 43,52-221,Wrocław,506139827,biuro@domydladzieci-wroclaw.pl,14,Hanna Jednaszewska,Towarzystwo Nasz Dom,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Całodobowa Placówka Opiekuńczo –Wychowawcza typu socjalizacyjnego „Tęcza”,socjalizacyjna,niepubliczna,ks. Marcina Lutra 6/1,54-239,Wrocław,71 798 26 00,cekiron@diakonia.pl,14,Adam Kurlapski,Fundacja Ewangelickie Centrum Diakonii i Edukacji im. Ks. Marcina Lutra,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Całodobowa Placówka Opiekuńczo –Wychowawcza typu socjalizacyjnego „Opoka”,socjalizacyjna,niepubliczna,ks. Marcina Lutra 6/2,54-239,Wrocław,71 798 26 00,cekiron@diakonia.pl,14,Adam Kurlapski,Fundacja Ewangelickie Centrum Diakonii i Edukacji im. Ks. Marcina Lutra,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Rodzinny Dom Dziecka Nr 1,rodzinna,publiczna,Sokola 28/30 m 5,53-147,Wrocław,71 361 64 06; 692 173 808,malgorzatatil@onet.pl,7,Małgorzata Til,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Rodzinny Dom Dziecka Nr 4,rodzinna,publiczna,Pocztowa 17/8,53-313,Wrocław,71 367 27 37; 668 306 660,kwokoduszka@gmail.com,6,Barbara Osuch,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Rodzinny Dom Dziecka Nr 7,rodzinna,publiczna,Prosta 46/3,53-508,Wrocław,533728422,narckow12@wp.pl,6,Jakub Kondrucki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Placówka Opiekuńczo - Wychowawcza typu rodzinnego Nr 13,rodzinna,publiczna,Maślicka 10b /23,51-180,Wrocław,71 354 08 30; 728 396 780,lidia.latawiec@dzieciecydom.wroclaw.pl,7,Lidia Latawiec,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Rodzinny Dom Dziecka Nr 15,rodzinna,publiczna,Bałuckiego 11/3,50-034,Wrocław,692461671,b.plonecki@gmail.com,7,Małgorzata Połonecka,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Rodzinny Dom Dziecka Nr 16,rodzinna,publiczna,Objazdowa 2/4/2,54-513,Wrocław,71 357 90 87; 693 372 069,skoty@poczta.onet.pl,5,Beata Skotnicka,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Placówka Opiekuńczo - Wychowawcza typu rodzinnego Nr 18,rodzinna,publiczna,Główna 14,54-061,Wrocław,883111803,urszula.czerwinska@dzieciecydom wroclaw.pl,4,Urszula Czerwińska,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Rodzinny Dom Dziecka Nr 20,rodzinna,publiczna,Kasztelańska 9/10,51-200,Wrocław,607 911 756,renia.olek@list.pl,6,Aleksander Janicki,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,Miasto Wrocław,Placówka Opiekuńczo - Wychowawcza typu rodzinnego Nr 21,rodzinna,publiczna,Włościańska 38 B,51-200,Wrocław,71 346 64 83; 665 559 965,malgorzata.walowska@ dzieciecydom.wroclaw.pl,6,Małgorzata Wałowska,Miasto Wrocław,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wrocławski,Placówka Opiekuńczo -Wychowawcza typu Interwencyjnego w Kątach Wrocławskich,interwencyjna,publiczna,1 Maja 43 E,55-080,Kąty Wrocławskie,71 316 66 42; 661 666 674,sekretariat@pcus.pl,7,Urszula Przybyłek,Powiat Wrocławski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wrocławski,Placówka Opiekuńczo -Wychowawcza typu Socjalizacyjnego nr 1 w Kątach Wrocławskich,socjalizacyjna,publiczna,1 Maja 43,55-080,Kąty Wrocławskie,71 316 66 42; 661 666 674,sekretariat@pcus.pl,14,Urszula Przybyłek,Powiat Wrocławski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,wrocławski,Placówka Opiekuńczo -Wychowawcza typu Socjalizacyjnego nr 2 w Kątach Wrocławskich,socjalizacyjna,publiczna,1 Maja 43 A,55-080,Kąty Wrocławskie,71 316 66 42; 661 666 674,sekretariat@pcus.pl,14,Urszula Przybyłek,Powiat Wrocławski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,ząbkowicki,Placówka Opiekuńczo - Wychowawcza typu rodzinnego,rodzinna,niepubliczna,Targowica 32,57-211,Targowica,661026226,beatazielinska1968@gmail.com,8,Beata Zielińska,Stowarzyszenie Piotruś Pan,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,ząbkowicki,Placówka Opiekuńczo - Wychowawcza typu rodzinnego,rodzinna,niepubliczna,Ludowa 8,57-200,Ząbkowice Śląskie,661026226,beatazielinska1968@gmail.com,8,Beata Zielińska,Stowarzyszenie Piotruś Pan,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,ząbkowicki,"Rodzinny Dom Dziecka ""Jak Nie My To Kto""",rodzinna,niepubliczna,Jasna 12,57-215,Srebrna Góra,883225445,stowarzyszeniejakniemytokto@gmail.com,8,Dominika Szałęga,"Stowarzyszenie ""Jak Nie My To Kto""",REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,ząbkowicki,Rodzinny Dom Dziecka w Przyłęku,rodzinna,niepubliczna,Kamieniecka 16b,57-256,Przyłęk,602316518,stowarzyszeniekopciuszek@wp.pl,8,Ewa Mendera,"Stowarzyszenie ""Kopciuszek""",REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,ząbkowicki,Rodzinny Dom Dziecka w Dzbanowie,rodzinna,niepubliczna,Dzbanów 1,57-256,Dzbanów,602316518,stowarzyszeniekopciuszek@wp.pl,8,Ewa Mendera,"Stowarzyszenie ""Kopciuszek""",REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,złotoryjski,"Dom Dziecka ""Mały Sobieradzik""",rodzinna,publiczna,Targowa 12,59-550,Wojcieszów,75 751 19 00,sobieradzikdd@wp.pl,8,Marian Zwolennik,Powiat Złotoryjski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,złotoryjski,"Dom Dziecka ""Mały Sobieradzik II""",rodzinna,publiczna,Targowa 12 A,59-550,Wojcieszów,75 751 19 00,sobieradzikdd@wp.pl,8,Marian Zwolennik,Powiat Złotoryjski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,złotoryjski,Dom Dziecka „Sobieradzik”,socjalizacyjna,publiczna,Targowa 4,59-550,Wojcieszów,75 751 19 00,sobieradzikdd@wp.pl,14,Marian Zwolennik,Powiat Złotoryjski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,złotoryjski,"Dom Dziecka ""Sobieradzik II""",socjalizacyjna,publiczna,Targowa 14,59-550,Wojcieszów,75 751 19 00,sobieradzikdd@wp.pl,14,Marian Zwolennik,Powiat Złotoryjski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,złotoryjski,"Dom Dziecka ""Promyk""",rodzinna,publiczna,Kochanowskiego 4a,59-500,Wilków Osiedle,76 878 31 77,domdziecka4@wp.pl,8,Adrian Pożoga,Powiat Złotoryjski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,złotoryjski,Dom Dziecka w Wilkowie im. J. Wyżykowskiego,socjalizacyjna,publiczna,Kochanowskiego 4,59-500,Wilków Osiedle,76 878 31 77,domdziecka4@wp.pl,14,Adrian Pożoga,Powiat Złotoryjski,REJESTR_POW_31_12_2024.xls,2024-12-31
dolnoslaskie,złotoryjski,Dom Dziecka w Wilkowie Osiedlu,socjalizacyjna,publiczna,Kochanowskiego 3,59-500,Wilków Osiedle,76 878 31 77,domdziecka4@wp.pl,14,Adrian Pożoga,Powiat Złotoryjski,REJESTR_POW_31_12_2024.xls,2024-12-31
mazowieckie,Ciechanów,"Placówka Opiekuńczo-Wychowawcza ""Nasz Dom""",,publiczna,06-400 Ciechanów ul. Sienkiewicza 13 dyrektor@pownaszdom.pl,06-400,,14,579 592 119 579 594 415,,15.02.2024 r. Decyzja Nr 25/2024 ZEZWOLENIE,,Wykaz_adresowy_placowek_mazowieckie.xls,2025-11-07
mazowieckie,Siedlce,"Ośrodek Pomocy Dziecku ""Zielone Izdebno"" 2 Placówka Socjalizacyjna",,publiczna,Izdebno 45E 08-450 Łaskarzew poizdebno@wp.pl,08-450,,14,(25) 682 94 08,,19.03.2021 r. Decyzja Nr 73/2021 ZEZWOLENIE,,Wykaz_adresowy_placowek_mazowieckie.xls,2025-11-07
